GENE	GTEx_bladder	GTEx_prostate	GTEx_thyroid
24300	RP11-300E4.2	0.2995	4.7822	2.3384
24301	RP11-697M17.2	0	0	0
24302	CASC9	1.3397	0.0276	0
24303	HIGD1AP6	0	0	0
24304	PKMP4	0	0	0
24305	HNF4G	1.8753	0.2534	0
24306	AC016194.1	0	0	0
24307	snoU13	0	0	0
24308	RNU2-54P	0	0	0
24309	RP11-706J10.1	0	0	0
24310	ZFHX4-AS1	0.0262	0.018	0
24311	RP11-115I9.1	0	0	0
24312	MRPL9P1	0	0	0
24313	ZFHX4	2.6709	0.3835	0.0361
24314	RP11-48D4.2	0	0	0
24315	hsa-mir-3149	0	0	0
24316	PEX2	9.804	7.4709	9.4355
24317	HIGD1AP18	0.3178	0.073	0.2963
24318	AC105242.1	0	0	0
24319	RP11-38H17.1	0	0	0
24320	RP11-91P17.1	0	0	0
24321	RNU6-1220P	0	0	0
24322	RP11-594N15.2	0.0333	0.3592	0.1551
24323	PKIA	5.505	6.2928	9.026
24324	RP11-594N15.3	0.204	0.0865	0.2249
24325	ZC2HC1A	7.5561	3.082	4.7005
24326	IL7	2.1625	0.6535	0.5578
24327	RP11-578O24.2	0.691	0.2976	0.9662
24328	PRKRIRP7	0.3859	0.1773	0.2877
24329	RP11-79H23.3	0.118	0.0136	0.0413
24330	AC009941.1	0	0	0
24331	RP11-1114I9.1	0	0	0
24332	RP11-758H6.1	0	0	0
24333	RPL3P9	0	0	0.0174
24334	STMN2	0	0.5328	0.1221
24335	HEY1	15.3319	1.7489	7.6755
24336	RP11-27N21.3	0.1866	0.4374	0.3393
24337	RP11-26J3.1	0.012	0.0165	0.1007
24338	RNU7-85P	0	0	0
24339	MRPS28	11.993	9.9062	12.7004
24340	RP11-26J3.3	0.7709	1.3946	0.2695
24341	RP11-92K15.3	1.072	7.1766	0.1428
24342	TPD52	12.957	48.7594	10.552
24343	RP11-92K15.1	0	0	0
24344	RN7SL41P	0	0	0
24345	MIR5708	0	0	0
24346	RP11-941H19.1	0	0	0
24347	RP11-941H19.3	0	0	0
24348	RP11-941H19.2	0	0	0
24349	SNORA20	0	0	0
24350	RP11-775E10.1	0	0	0
24351	RNU6-1213P	0	0	0
24352	Y_RNA	3.3097	2.9327	2.9167
24353	ZBTB10	4.8262	7.3119	3.2875
24354	RP11-48B3.3	0.0313	0.2102	0.1203
24355	RP11-48B3.4	1.1259	5.0718	0.6617
24356	RPSAP47	0	0.8915	0.1855
24357	RP11-48B3.2	0	0	0
24358	RNU2-71P	0	0	0
24359	SLC25A51P3	0	0	0
24360	RN7SL107P	0	0	0
24361	ZNF704	6.7687	6.1783	2.7084
24362	CKS1BP7	0	0.1728	0.5257
24363	RNU11-6P	0	0	0.3097
24364	RN7SL308P	0	0	0
24365	HMGB1P41	0	0.6459	0.0936
24366	PAG1	8.2512	2.2846	1.1692
24367	RP11-172E10.1	0	0.0372	0
24368	RP11-1149M10.1	0	0	0
24369	RP11-1149M10.2	0.0259	0	0
24370	RP11-363E6.1	0	0	0
24371	UBE2HP1	0	0	0
24372	RP11-363E6.4	0.3797	0.6916	0.0379
24373	RP11-363E6.3	3.3193	0.4633	0
24374	FABP5	32.1536	2.6585	0.4283
24375	RP11-157I4.4	0	0	0
24376	PMP2	0.049	3.3418	0.0457
24377	FABP9	0	0	0
24378	FABP4	32.4582	0.7334	13.3486
24379	FABP12	0	0	0
24380	RP11-257P3.3	0	0.0279	0
24381	IMPA1P	0	0	0.0211
24382	NIPA2P4	0	0	0
24383	RPS26P34	0	0	0
24384	SLC10A5P1	0	0.0933	0.0158
24385	IMPA1	10.1019	5.6246	17.9545
24386	SLC10A5	0.8143	0.4426	0.9863
24387	ZFAND1	18.0906	14.1707	20.2942
24388	CHMP4C	23.1377	14.0708	17.3427
24389	RP13-923O23.6	0.0616	0.2123	1.2493
24390	SNX16	3.3201	2.3604	5.0301
24391	HNRNPA1P36	0.2467	0	0.345
24392	RP11-354A14.1	0.316	0.7841	1.8559
24393	RP11-99H20.1	0	0	0
24394	HNRNPA1P4	0.0779	0	0.0545
24395	RP11-653B10.1	0	0	0
24396	RP11-731N10.1	0	0	0
24397	CTD-2272D18.1	0	0	0
24398	CTD-2272D18.2	0	0	0
24399	RP11-296C13.1	0	0	0
24400	RP11-813B8.1	0	0	0
24401	RP11-51M18.1	0	0	0.0271
24402	RP11-120I21.2	0	0	0
24403	TPM3P3	0	0	0
24404	RP11-120I21.3	0	0	0
24405	RALYL	0	0.0543	0
24406	AC103816.1	0	0	0
24407	RNU6-1040P	0	0	0
24408	RP11-509P12.1	0	0	0
24409	RP11-98H4.1	0	0	0
24410	RP11-98H4.4	0	0	0
24411	snoU13	0	0	0
24412	ACTBP6	0	0	0
24413	IGJP1	0	0	0
24414	RP11-146E23.2	0.0515	0.071	0
24415	LRRCC1	3.3553	2.3685	2.8011
24416	RP11-219B4.7	0	0.0791	0.5349
24417	E2F5	2.2367	0.7347	3.5221
24418	RP11-219B4.3	0.1259	0.0434	0.396
24419	C8orf59	15.5575	12.448	17.8305
24420	CA13	2.3636	1.899	6.901
24421	RP11-219B4.5	0.1578	0.3481	0.2428
24422	RP11-219B4.6	0	0	0
24423	CA1	0.3378	0	0.0303
24424	CA3	0.7691	1.1877	3.5249
24425	RP11-317J10.2	0.2109	0.0646	0.4915
24426	CA2	0.9506	0.1581	16.0884
24427	RP11-317J10.4	0	0	0
24428	RP11-59O2.1	0	0	0
24429	RP11-59O2.3	0	0	0
24430	REXO1L1	0.0084	0.0058	0.0439
24431	REXO1L10P	0	0	0
24432	REXO1L11P	0	0	0
24433	REXO1L10P	0	0	0
24434	REXO1L9P	0	0	0
24435	REXO1L2P	0	0	0
24436	CTA-392E5.1	0	0	0
24437	ATP6V0D2	0	2.6975	0
24438	RP11-216N21.1	0	0	0
24439	RP11-216N21.2	0	0	0
24440	PSKH2	0	0	0
24441	CTD-3118D11.2	0	2.9518	0
24442	CTD-3118D11.3	0	0	0
24443	SLC7A13	0	0.2892	0
24444	CTD-2284J15.1	0.581	1.3346	0.2831
24445	WWP1	14.53	9.4445	5.5275
24446	RMDN1	9.151	6.2306	14.5664
24447	NTAN1P2	0.5013	0.8854	1.2048
24448	SLC2A3P4	0.02	0.1794	0.028
24449	CPNE3	24.7402	19.3087	20.6644
24450	CNGB3	0.0352	0	0.0041
24451	RP11-298P6.5	0	0.0486	0.0493
24452	RP11-298P6.2	0	0	0
24453	RP11-386D6.1	0	0	0
24454	RP11-386D6.2	0	0	0
24455	RP11-386D6.3	0	0	0
24456	CNBD1	0.025	0	0
24457	AF121898.3	0	0	0
24458	AF121898.2	0	0	0
24459	AF121898.1	0	0	0
24460	SOX5P	0	0	0
24461	DCAF4L2	0.0354	0	0
24462	CTB-118P15.2	0	0	0
24463	MMP16	0.5194	0.1697	0.864
24464	RP11-586K2.1	0.0484	0	0.0068
24465	RNA5SP272	0	0	0
24466	RP11-69I13.1	0	0	0
24467	RP11-642C5.1	0.3489	0.2748	0
24468	RP11-255L13.1	0	0	0
24469	KRT8P4	0	0	0.0142
24470	RP11-37B2.1	1.2671	3.5785	1.9788
24471	RIPK2	6.2734	8.2723	2.2272
24472	COX6B1P6	0	0	0
24473	RNU6-925P	0	0	0.792
24474	OSGIN2	5.1155	3.9157	4.4298
24475	NBN	10.5922	6.6331	9.6706
24476	DECR1	21.7922	18.4796	16.4921
24477	CALB1	0.0664	0.0196	0
24478	LINC00534	0	0	0
24479	AF070718.1	0	0	0
24480	RNA5SP273	0	0	0
24481	AB015752.3	0	0	0.0713
24482	AB015752.4	0	0	0.0558
24483	TMEM64	6.0723	2.9759	11.7382
24484	RP11-68L18.1	0.0696	0.064	0.5516
24485	RP11-68L18.2	0	0	0
24486	NECAB1	0	0	0.0427
24487	RP11-662G23.1	0.0707	0	0
24488	RP11-122A3.2	4.3591	1.4209	5.7657
24489	TMEM55A	4.4094	4.5549	1.9208
24490	GS1-251I9.3	1.036	0.459	0.4139
24491	GS1-251I9.2	0	0	0
24492	GS1-251I9.4	4.3575	4.1617	4.5611
24493	OTUD6B	4.9003	3.0525	6.0314
24494	LRRC69	0.4779	0.3141	1.0024
24495	RN7SL777P	0	0.0772	0.2349
24496	CTD-2114J12.1	0.3822	0	0.0281
24497	MIR4661	0	0	0
24498	SLC26A7	0.1915	0.287	121.051
24499	snoU13	0	0	0
24500	RP11-122C21.1	0	0	0
24501	RN7SKP231	0	0	0
24502	RP11-122C21.4	0	0	0.0479
24503	MRPS16P1	0	0	0
24504	RUNX1T1	0.9726	0.5452	1.1082
24505	GS1-5L10.1	0.0718	0.1485	0
24506	RP11-777J24.1	0.0846	0	0
24507	RP11-700E23.3	0	0	0
24508	RP11-700E23.2	0.0767	0	0
24509	RP11-700E23.1	0.0616	0	0
24510	RP11-587H10.1	0	0	0
24511	RP11-587H10.2	0	0	0
24512	AC091096.1	0	0	0
24513	RP11-100L22.1	0	0.0802	1.179
24514	RP11-100L22.2	0	0.0106	0
24515	RP11-100L22.4	0	0	0
24516	RP11-100L22.3	0	0	0
24517	CTD-3239E11.2	0	0.1286	0
24518	TRIQK	3.3118	1.3187	0.8747
24519	IRF5P1	0	0	0
24520	C8orf87	0	0	0
24521	LINC00535	0.1362	0.1017	0.0159
24522	RP11-388K12.1	0	0	0
24523	AC016885.1	0	0.2155	0
24524	RP11-388K12.2	0	0.1555	0
24525	RNA5SP274	0	0	0
24526	ZNF317P1	0	0	0
24527	FAM92A1	2.5978	2.2792	3.1737
24528	CTD-2006H14.2	4.0018	4.7988	5.3718
24529	RP11-10N23.2	1.7252	0.9728	2.3026
24530	RP11-10N23.4	4.2741	5.7746	5.4734
24531	RBM12B	0.7942	0.7298	1.018
24532	RP11-10N23.5	0.0556	0.1915	0
24533	TMEM67	2.3844	1.4939	4.7238
24534	RP3-388N13.3	0	0.1538	0.39
24535	RP3-388N13.2	0	0	0
24536	PDP1	5.7456	2.2969	5.2003
24537	MIR378D2	0	0.4278	0.0868
24538	PSMA2P2	0	0	0
24539	CTC-788C1.1	0.1664	0.2294	0.2327
24540	AC105081.1	0	0	0
24541	KB-1184D12.1	0	0	0
24542	CDH17	0.9589	0.1041	0
24543	KB-1247B1.1	0	0	0
24544	GEM	5.631	1.3733	1.8246
24545	RPS4XP10	0.0806	0	0
24546	RAD54B	2.5826	3.0198	0.7506
24547	FSBP	6.7524	0.6648	0.5395
24548	KIAA1429	9.4735	5.8374	7.8642
24549	RP11-267M23.3	0	0	0
24550	AC023632.1	0	0	0
24551	RP11-267M23.4	0.2305	0.5219	0.3568
24552	RP11-267M23.6	0	0.0541	0.1098
24553	RP11-267M23.5	0	0	0
24554	RP11-267M23.7	0	0	0
24555	RP11-22C11.2	0.6206	1.0321	1.0942
24556	ESRP1	21.633	15.6745	15.0667
24557	RP11-22C11.1	0	0.636	0
24558	KB-1090H4.2	0	0	0
24559	Y_RNA	0	0	0
24560	DPY19L4	7.7843	4.3379	6.4811
24561	KB-1608C10.2	7.4781	4.1304	7.0024
24562	INTS8	11.6961	9.5038	16.8174
24563	CCNE2	0.6192	0.2422	0.3744
24564	RP11-347C18.5	0.255	1.0105	0.7131
24565	RP11-347C18.1	0	0	0
24566	NDUFAF6	1.6874	3.4951	4.2495
24567	snoU13	0	0.1971	0
24568	TP53INP1	23.2311	23.737	12.4312
24569	RP11-347C18.3	0.8724	3.3497	1.2489
24570	RP11-347C18.4	0	0	0.0733
24571	RNU6-1209P	0	0.3794	0.3849
24572	MIR3150B	0.0305	0	0.0427
24573	RP11-320N21.2	0.0371	0	0
24574	PLEKHF2	10.1026	4.0183	3.6694
24575	KB-1047C11.2	0.0208	0.043	0
24576	KB-1047C11.1	0	0	0
24577	C8orf37	1.652	1.1629	1.1735
24578	RP11-328L11.1	0	0	0
24579	RP11-90D11.1	0	0	0
24580	RNU6-690P	0	0	0
24581	AC116154.1	0	0	0
24582	RP11-31K23.1	0	0	0
24583	RP11-31K23.2	0	0	0
24584	RP11-44N17.1	0	0	0
24585	RP11-44N17.2	0	0	0
24586	KB-1043D8.8	0	0	0
24587	GDF6	0.1115	0.2635	0
24588	UQCRB	23.4451	21.5899	15.4656
24589	KB-1043D8.6	41.8669	33.9549	24.3652
24590	MTERFD1	8.8802	9.2983	6.963
24591	PTDSS1	13.3157	5.9407	11.0897
24592	Y_RNA	0	0	0
24593	KB-1448A5.1	0	0.0388	0
24594	RNU6-1172P	0	0	0
24595	SDC2	24.1585	10.4272	82.8721
24596	CPQ	8.9204	6.7407	71.2345
24597	KB-1958F4.2	0.1081	0	0.1889
24598	KB-1958F4.1	0	0	0.1487
24599	KB-1000E4.2	0.2545	0.0438	0
24600	TSPYL5	9.4039	7.5915	6.0852
24601	U3	0	0	0
24602	KB-1683C8.1	0	0	0
24603	MTDH	18.5007	9.1519	14.2979
24604	Y_RNA	0	0	0
24605	RNU7-177P	0	0	0
24606	LAPTM4B	24.1836	6.0064	11.9223
24607	KB-1907C4.2	0	0	0
24608	KB-1589B1.4	0	0	0
24609	KB-1589B1.3	0	0	0
24610	RPS23P1	0.2727	0	0
24611	MATN2	63.4478	10.5832	35.4923
24612	RPL30	197.705	152.3616	102.9405
24613	KB-1208A12.3	5.0992	0.9966	2.4476
24614	RNU6-703P	0	0	0.1924
24615	C8orf47	4.6496	2.3976	0.0234
24616	HRSP12	10.479	7.5758	4.6013
24617	POP1	0.9034	2.0341	1.7044
24618	NIPAL2	21.6467	18.1617	3.8615
24619	RNU6-914P	4.3234	4.097	0.9446
24620	KB-1458E12.1	0.0677	0.42	0.0947
24621	STK3	3.6024	3.9225	3.2707
24622	KB-1517D11.2	0	0	0
24623	KCNS2	1.3879	0.0607	0.0154
24624	KB-1517D11.4	1.0896	0.0387	0.0236
24625	RNU6-748P	0	0	0
24626	KB-1205A7.2	0	0	0
24627	KB-1205A7.1	0	0	0.0646
24628	RPL19P14	0	0	0
24629	RP11-44N12.4	0	0	0
24630	MRP63P7	0	0	0
24631	RN7SKP85	0	0	0
24632	RP11-44N12.5	0.0584	0.5638	0
24633	OSR2	15.9531	7.6068	0.1827
24634	RP11-44N12.2	0.1904	0.1312	0
24635	RP11-410L14.2	2.4028	3.4721	4.1184
24636	AC104986.1	0.7488	0	0.698
24637	RP11-410L14.1	0.4053	0.1397	0.7557
24638	VPS13B	4.3891	3.0912	3.8419
24639	CTD-2340D6.2	0	0	0
24640	CTD-2340D6.1	0.0495	0	0
24641	AP004290.1	0.1252	0.2875	0.0292
24642	AP004289.2	0	0	0
24643	AP004289.1	0	0	0.0374
24644	Y_RNA	0	0	0
24645	MIR599	0	0	0
24646	MIR875	0	0	0
24647	RN7SL350P	0	0	0
24648	AC018442.1	0.0286	0	0
24649	RP11-402L5.1	0	0	0
24650	RP11-402L5.2	0.1609	0	0
24651	COX6C	24.6354	20.7786	26.866
24652	RGS22	0.1961	0.1242	0.0296
24653	SNORD77	0	0	0
24654	MIR1273A	0	0	0
24655	FBXO43	0.1887	0.2848	0.0503
24656	POLR2K	17.9888	16.6209	16.8249
24657	SPAG1	5.1609	2.8694	3.0053
24658	Y_RNA	0	0	0
24659	RP11-316J7.4	0.2328	0	0.1628
24660	Y_RNA	0	0	0
24661	RNF19A	21.1318	4.0785	5.0413
24662	KB-1991G8.1	0.917	0.1487	0.1886
24663	KB-173C10.2	0	0	0
24664	MIR4471	0	0	0
24665	KB-173C10.1	0	0	0
24666	KB-1615E4.2	0.2779	0	0
24667	KB-1615E4.3	0.3792	0	0
24668	ANKRD46	3.8259	3.5331	4.6809
24669	GAPDHP62	1.2198	1.8863	1.3936
24670	SNX31	24.4117	0.3358	0.5307
24671	KB-1083B1.1	0.2624	0	0
24672	RNU6-1092P	0	0	0
24673	PABPC1	430.9513	160.5863	78.4633
24674	AP001205.1	0	0	0.2394
24675	RNU6ATAC41P	0	0	0
24676	Y_RNA	0	0	0
24677	KB-1434A12.1	0	0	0
24678	RNU4-83P	0	0	0
24679	RPS26P6	0.1423	0	0.3979
24680	RP11-521I2.3	0.4127	0.8532	0.3606
24681	YWHAZ	73.8134	65.6865	62.8772
24682	RN7SL685P	0	0	0
24683	Y_RNA	0	0	0
24684	RP11-302J23.1	0	0.0625	0.1057
24685	KB-1460A1.1	0	0.3304	0
24686	KB-1460A1.2	0	0.0674	0
24687	RN7SKP249	0	0	0
24688	KB-1460A1.3	0	0	0
24689	KB-1460A1.5	1.0217	2.2059	0.6342
24690	ZNF706	9.657	8.1746	7.1399
24691	KB-1410C5.5	0.645	0.4445	0.2004
24692	KB-1410C5.1	0.0931	0	0
24693	KB-1410C5.2	0	0	0
24694	KB-1410C5.3	0	0	0
24695	RNU7-67P	0	0	0
24696	KB-1410C5.4	0	0	0
24697	NACAP1	0	0.0522	0
24698	DUXAP2	0	0	0
24699	KB-1930G5.3	0	0.398	0
24700	RN7SL563P	0	0	0
24701	KB-1930G5.4	0	11.2028	0
24702	KB-1562D12.1	3.5392	15.6683	1.2582
24703	GRHL2	19.9876	38.406	7.1075
24704	KB-1562D12.2	0	0	0.0382
24705	KB-1562D12.3	0	0	0.0428
24706	NCALD	1.5122	4.8084	0.7411
24707	KB-1107E3.1	0.3264	4.4983	0.3993
24708	snoU13	0	0	0
24709	MIR5680	0	0	0
24710	KB-1073A2.1	0	0.1153	0
24711	RRM2B	6.7303	5.9597	26.0554
24712	KB-431C1.4	3.752	4.8268	7.3361
24713	KB-431C1.3	0.1997	0	0.5584
24714	UBR5	16.52	8.5848	12.679
24715	KB-431C1.5	6.179	3.3926	5.7168
24716	snoU13	0	0	0.1872
24717	KB-1980E6.2	0.0604	0.0625	0
24718	RNU6ATAC8P	0	0	0
24719	KB-1980E6.4	0	0	0
24720	RPS12P15	0	0	0
24721	KB-1980E6.3	0	0	0
24722	RNU6-1224P	0	0	0
24723	ODF1	0.0565	0	0
24724	POU5F1P2	0	0	0
24725	KLF10	9.0133	4.6652	13.2409
24726	KB-1042C11.1	0	0	0
24727	AP003356.1	0	0	0
24728	KB-1732A1.1	0.0625	0.3588	0.0728
24729	AZIN1	24.5445	20.0847	17.8801
24730	KB-1254G8.1	0	0	0.107
24731	KB-1507C5.2	0.3983	0.6176	0.8227
24732	KB-1507C5.3	0.0553	0.1523	0.5795
24733	RPL5P24	0.0666	0	0.0931
24734	Y_RNA	0	0	0
24735	AP003354.1	0	0	0
24736	KB-1507C5.4	0.2093	0.1803	1.207
24737	NPM1P52	0	0	0.0487
24738	KB-1639H6.2	0	0	0
24739	ATP6V1C1	11.5365	9.1317	15.96
24740	MTND1P5	0	0	0
24741	KB-1639H6.7	0	0	0
24742	KB-1639H6.8	0	0	0
24743	AP003550.1	0	0	0
24744	KB-1639H6.4	0.1589	0.0365	0
24745	C8orf56	0	0	0
24746	BAALC	1.0316	0.1524	0.1752
24747	MIR3151	0	0	0
24748	RP11-318M2.2	0.5318	0.1257	0.3771
24749	RP11-318M2.3	1.0609	0.383	0.1766
24750	FZD6	19.6863	7.2605	16.9496
24751	CTHRC1	5.1742	0.2057	0.2899
24752	RP11-1C8.6	0.1516	0.2612	0.7685
24753	RNU6-1011P	0	0	0.1924
24754	SLC25A32	7.3361	5.2121	6.6885
24755	DCAF13	8.7332	5.7224	5.9406
24756	RP11-1C8.5	0.0064	0	0.0179
24757	RP11-1C8.7	0.9984	0.1147	0.0582
24758	RP11-1C8.4	0.6191	0.2032	0.0824
24759	RIMS2	0.2388	0.161	0.0404
24760	RP11-5A11.1	0	0	0
24761	RP11-5A11.2	0.0783	0	0
24762	snoU13	0	0	0
24763	RP11-771F20.1	0	0	0
24764	AP001572.1	0	0	0
24765	DPYS	0.0554	3.0154	0.0155
24766	DCSTAMP	0	0	0
24767	AP003471.1	0	0.0988	0
24768	AP003471.2	0	0	0
24769	AP003471.3	0	0	0
24770	MIR548A3	0	0	0
24771	LRP12	3.9874	1.1064	2.5324
24772	NDUFA5P2	0	0	0
24773	RP11-127H5.1	0	0	0
24774	AC012564.1	0	0	0
24775	RP11-200A13.1	0	0	0
24776	RP11-200A13.3	0	0	0
24777	RP11-200A13.2	0	0	0
24778	RP11-574O7.1	0.0857	0	0
24779	TMCC1P1	0	0	0
24780	RP11-273P3.1	0	0	0
24781	ZFPM2	1.1918	0.062	1.1288
24782	RP11-642D21.2	0	0	0
24783	RP11-642D21.1	0	0	0
24784	RP11-152P17.1	0	0	0
24785	RP11-152P17.2	0.6921	0.0183	0.0093
24786	RP11-152P17.3	0.1324	0	0
24787	Y_RNA	0	0	0
24788	SLC16A14P1	0	0	0
24789	RP11-778D12.2	0	0	0
24790	RP11-395G23.3	4.0421	2.9726	0.6548
24791	OXR1	18.0733	4.0079	7.7083
24792	RP11-649G15.2	0.1169	0.3222	0.3677
24793	TAGLN2P1	2.3081	0.6916	1.5435
24794	RNU7-84P	0	0	0
24795	ABRA	0	0.1547	0.0448
24796	HMGB1P46	0	0	0
24797	ANGPT1	1.5002	2.7144	1.7007
24798	AP000428.1	0	0	0
24799	PGAM1P13	0	0	0
24800	RNA5SP275	0	0	0
24801	RSPO2	0.4682	0.0978	0
24802	NRBF2P4	0	0	0
24803	AP001331.1	0	0	0
24804	EIF3E	78.4102	49.5781	42.679
24805	RP11-35G22.1	0.1318	0	0.0921
24806	RPS17P14	0	0	0
24807	EMC2	23.4928	13.8198	20.1803
24808	RP11-25P11.2	0	0	0
24809	RP11-790J24.1	0	0	0
24810	TMEM74	0	0.0564	0.0215
24811	RP11-790J24.2	0	0	0
24812	RP11-1084E5.1	0.1324	0	0
24813	TRHR	0	0	0.4418
24814	NUDCD1	6.0235	2.6646	4.8166
24815	RP11-122A21.2	0	0	0
24816	ENY2	12.004	11.8115	15.1231
24817	PKHD1L1	0.3082	0.1093	37.4594
24818	RP11-419L20.2	0	0.0823	0.5633
24819	EBAG9	7.5876	4.7017	9.804
24820	SYBU	4.1798	2.2722	5.2761
24821	SNORD112	0	0	0
24822	RP11-422N16.3	0	0.1879	0
24823	RP11-25D10.2	0	0	0
24824	RNU2-67P	0	0	0
24825	RP11-25D10.1	0	0	0
24826	KCNV1	0	0	0.1062
24827	RP11-696P8.2	0	0	0.1489
24828	RP11-403P13.1	0	0	0
24829	RP11-211F2.1	0	0.105	0
24830	CTD-2544L4.1	0	0	0
24831	RP11-238I10.1	0	0	0
24832	KB-1299A7.2	0	0	0
24833	KB-1299A7.1	0	0	0
24834	RP11-946L20.1	0	0	0
24835	RP11-946L20.2	0	0	0
24836	RP11-946L20.4	0	0	0
24837	RP11-114O8.1	0	0	0
24838	EEF1A1P37	0	0	0
24839	RP11-1101K5.1	0	0	0
24840	RP11-1101K5.2	0	0	0
24841	RP11-58O3.1	0	0.1194	0
24842	RP11-58O3.2	0	0	0
24843	RNU4-37P	0	0	0
24844	CSMD3	0.0087	0.0299	0.003
24845	AC024996.1	0	0	0
24846	RPL30P16	0	0	0
24847	snoU13	0	0	0
24848	MIR2053	0	0	0
24849	RP11-709P2.1	0	0	0
24850	AC107890.1	0	0	0
24851	RP11-67H2.1	0	0	0
24852	Y_RNA	0	0	0
24853	RP11-267L5.1	0	0.0511	0
24854	RP11-393K19.1	0	0	0
24855	RP11-192P9.1	0	0	0
24856	TRPS1	2.9209	2.8582	2.6521
24857	AF178030.2	0	0	0.0512
24858	LINC00536	0	0	0.0306
24859	RNA5SP276	0	0	0
24860	AC103863.1	0	0	0
24861	AF130343.1	0	0	0
24862	RP11-536K17.1	0	0	0
24863	EIF3H	38.1262	29.8344	23.4999
24864	UTP23	4.7825	3.264	4.6854
24865	RAD21	27.7496	15.5419	54.9445
24866	RAD21-AS1	0.1627	0.2243	0.0569
24867	AARD	0.2076	0.0673	0.0171
24868	SLC30A8	0	0.1821	0.1883
24869	RN7SL228P	0	0	0
24870	RP11-1059L18.1	0	0	0
24871	RP11-654G14.1	0	0.0817	0
24872	RN7SL826P	0	0	0
24873	SNORA31	0	0	0
24874	MED30	13.5456	7.0684	8.8639
24875	RPS10P16	0	0	0
24876	EXT1	4.6842	2.4285	4.3064
24877	SAMD12	4.1075	0.9323	3.7676
24878	AC023590.1	0.1093	0	0.0255
24879	RPS26P35	0	0	0
24880	TNFRSF11B	0.0659	0.2345	75.5827
24881	RNU6-12P	0	0	0.1924
24882	RP11-278I4.1	0.0992	0	0
24883	COLEC10	0	0	0.6165
24884	RP11-278I4.2	0	0	0.117
24885	MAL2	9.8847	2.1786	13.418
24886	RP11-4K16.2	0.0224	0.0618	0.5019
24887	SNORA32	0	0	0
24888	NOV	1.0627	2.8894	3.7069
24889	RP11-775B15.2	0	0	0
24890	RP11-775B15.3	0	0	0
24891	ENPP2	19.0075	3.1803	1.2434
24892	RP11-99I9.2	0	0	0
24893	RN7SKP153	0	0	0
24894	TAF2	7.2341	4.3808	5.8062
24895	DSCC1	0.5982	1.2983	0.4182
24896	RN7SL396P	0	0	0
24897	KB-1471A8.1	0	0	0
24898	RNA5SP277	0	0	0
24899	DEPTOR	18.7284	13.481	18.0287
24900	RP11-760H22.2	1.9975	2.7263	5.2027
24901	COL14A1	8.1574	1.2035	15.2901
24902	MRPL13	11.718	7.6492	8.1924
24903	MTBP	1.1114	0.7141	0.5597
24904	SNTB1	0.3448	0.4327	10.979
24905	CTC-820M8.1	0	0.0448	0.1362
24906	RP11-713M15.1	0.0149	0	0.2818
24907	RP11-713M15.2	0.1033	0.0712	4.3494
24908	RP11-369K17.1	0	0	0
24909	AC011626.1	0	0	0
24910	RP11-369K17.2	0	0	0
24911	AC027238.1	0	0	0
24912	RPL35AP19	0	0	0
24913	AC022909.1	0	0	0
24914	HAS2	1.1669	0.6492	0.0098
24915	HAS2-AS1	0.5412	0.3391	0
24916	RP11-3G20.1	0	0	0
24917	RP11-3G20.2	0	0	0
24918	RP11-785H20.1	0	0	0
24919	RP11-398G24.2	0	0.0257	0
24920	MRPS36P3	0	0	0
24921	RP11-94A24.1	0.5859	0	0
24922	RP11-96B2.1	0.0467	0	0
24923	RP11-973F15.1	0	0	0
24924	snoU13	0	0	0
24925	RP11-973F15.2	0	0	0
24926	AC016405.1	0	0	0
24927	ZHX2	10.2406	11.3033	10.7939
24928	RP11-44N11.1	0	0.0798	0.0405
24929	AC016405.2	0	0	0
24930	RP11-557C18.4	0	0	0
24931	RP11-557C18.3	4.7597	1.0068	2.5369
24932	DERL1	22.576	13.5256	19.8406
24933	RNY4P5	0	0	0
24934	TBC1D31	1.0641	0.9485	0.4686
24935	HMGB1P19	0.2042	0.0352	0
24936	FAM83A	8.2779	0.045	0.0457
24937	U3	0.548	0	0
24938	RP11-539E17.5	0.5686	0	0
24939	RP11-539E17.3	0	0	0
24940	FAM83A-AS1	0.9184	0.0301	0
24941	MIR4663	0	0	0
24942	C8orf76	5.4492	5.8709	6.3897
24943	UBA52P5	0	0	0.2928
24944	ZHX1	12.6547	4.31	11.3711
24945	RNU6-628P	0	0	0
24946	snoU13	0	0	0
24947	RP11-468O2.1	0.0548	0.0283	0.0767
24948	ATAD2	4.4078	5.25	2.893
24949	RNU6-875P	0	0	0
24950	MIR548AA1	0	0	0
24951	DUTP2	0.0636	0.263	0
24952	IMPDH1P6	0	0.0804	0.0272
24953	WDYHV1	4.3241	3.8655	2.5112
24954	FBXO32	18.7403	20.0849	3.7801
24955	RP11-174I12.2	0	0	0
24956	RN7SKP155	0	0	0
24957	CTD-2552K11.2	0	0	0
24958	KLHL38	0.1189	0	0
24959	ANXA13	0	0.1009	0
24960	FAM91A1	12.0163	8.7548	12.6259
24961	FER1L6	0.0438	0.0067	0.3875
24962	RP11-245A18.1	0	0	0
24963	FER1L6-AS1	0	0	0
24964	RP11-959I15.4	0	0	0
24965	FER1L6-AS2	0.0337	0	0.0236
24966	RP11-959I15.1	0	0	0
24967	ARF1P3	0	0	0.0403
24968	RP11-37N22.1	0	0.034	0
